title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Suno Na Suno Na,Abhijeet,0.6,0.433,9.0,-17.076,1.0,0.0409,0.0753,0.0,0.0724,0.378,88.001,audio_features,5dS7HcRa9kER2qDba2iSOd,spotify:track:5dS7HcRa9kER2qDba2iSOd,https://api.spotify.com/v1/tracks/5dS7HcRa9kER2qDba2iSOd,https://api.spotify.com/v1/audio-analysis/5dS7HcRa9kER2qDba2iSOd,321227.0,4.0
Dhan Te Nan,Sukhwinder Singh,0.766,0.809,4.0,-6.206,1.0,0.161,0.0227,0.000166,0.0796,0.803,91.987,audio_features,2BOY77LvMTUOfLcnfFAJGl,spotify:track:2BOY77LvMTUOfLcnfFAJGl,https://api.spotify.com/v1/tracks/2BOY77LvMTUOfLcnfFAJGl,https://api.spotify.com/v1/audio-analysis/2BOY77LvMTUOfLcnfFAJGl,279934.0,4.0
Aahista Aahista,Vishal-Shekhar,0.68,0.818,9.0,-9.144,0.0,0.0382,0.187,0.419,0.289,0.598,125.995,audio_features,6yrIAJ4yMPzq8Vsu1d3CXg,spotify:track:6yrIAJ4yMPzq8Vsu1d3CXg,https://api.spotify.com/v1/tracks/6yrIAJ4yMPzq8Vsu1d3CXg,https://api.spotify.com/v1/audio-analysis/6yrIAJ4yMPzq8Vsu1d3CXg,291605.0,4.0
Aaja Nachle,Salim–Sulaiman,0.771,0.878,3.0,-6.879,0.0,0.177,0.417,6.32e-05,0.332,0.84,120.003,audio_features,2Bn2JQAGZzxe09jFzm1SqJ,spotify:track:2Bn2JQAGZzxe09jFzm1SqJ,https://api.spotify.com/v1/tracks/2Bn2JQAGZzxe09jFzm1SqJ,https://api.spotify.com/v1/audio-analysis/2Bn2JQAGZzxe09jFzm1SqJ,305162.0,4.0
You're My Love,Shaan,0.746,0.916,5.0,-5.042,1.0,0.0466,0.0393,0.000212,0.12,0.941,109.009,audio_features,6D2ZnEZ92wUFTr38YXTCL5,spotify:track:6D2ZnEZ92wUFTr38YXTCL5,https://api.spotify.com/v1/tracks/6D2ZnEZ92wUFTr38YXTCL5,https://api.spotify.com/v1/audio-analysis/6D2ZnEZ92wUFTr38YXTCL5,279120.0,4.0
Kuchh Khaas,Mohit Chauhan,0.687,0.419,9.0,-11.195,0.0,0.0512,0.687,0.00212,0.0742,0.555,125.008,audio_features,01npLGQTbZBIHVRcXJbLzR,spotify:track:01npLGQTbZBIHVRcXJbLzR,https://api.spotify.com/v1/tracks/01npLGQTbZBIHVRcXJbLzR,https://api.spotify.com/v1/audio-analysis/01npLGQTbZBIHVRcXJbLzR,296890.0,4.0
Mujhse Shaadi Karogi,Sonu Nigam,0.766,0.942,5.0,-6.757,1.0,0.0439,0.0348,0.000202,0.0973,0.797,127.033,audio_features,6E6UhpF6vV6Cu1VFbrlVM2,spotify:track:6E6UhpF6vV6Cu1VFbrlVM2,https://api.spotify.com/v1/tracks/6E6UhpF6vV6Cu1VFbrlVM2,https://api.spotify.com/v1/audio-analysis/6E6UhpF6vV6Cu1VFbrlVM2,326227.0,4.0
Tere Naam,Alka Yagnik,0.587,0.775,4.0,-7.549,1.0,0.0721,0.75,0.0784,0.0948,0.586,87.938,audio_features,2NKkRdLnT1aI0W8YqtTkOu,spotify:track:2NKkRdLnT1aI0W8YqtTkOu,https://api.spotify.com/v1/tracks/2NKkRdLnT1aI0W8YqtTkOu,https://api.spotify.com/v1/audio-analysis/2NKkRdLnT1aI0W8YqtTkOu,390387.0,4.0
Gela Gela Gela,Adnan Sami,0.82,0.503,1.0,-9.416,1.0,0.098,0.0725,0.00291,0.0642,0.622,91.07,audio_features,6vwGvxyf8MheLLPUjktu14,spotify:track:6vwGvxyf8MheLLPUjktu14,https://api.spotify.com/v1/tracks/6vwGvxyf8MheLLPUjktu14,https://api.spotify.com/v1/audio-analysis/6vwGvxyf8MheLLPUjktu14,276320.0,4.0
Chale Jaise Hawaien,KK,0.75,0.861,1.0,-11.029,1.0,0.0613,0.0755,0.00586,0.202,0.744,117.593,audio_features,3pRF060IEOI5XSQAvONgSt,spotify:track:3pRF060IEOI5XSQAvONgSt,https://api.spotify.com/v1/tracks/3pRF060IEOI5XSQAvONgSt,https://api.spotify.com/v1/audio-analysis/3pRF060IEOI5XSQAvONgSt,324053.0,4.0
Oodhni,Udit Narayan,0.636,0.962,6.0,-6.491,1.0,0.137,0.228,0.0,0.0406,0.448,117.016,audio_features,5sJjo5vHh3icLEntFQlt8w,spotify:track:5sJjo5vHh3icLEntFQlt8w,https://api.spotify.com/v1/tracks/5sJjo5vHh3icLEntFQlt8w,https://api.spotify.com/v1/audio-analysis/5sJjo5vHh3icLEntFQlt8w,413147.0,4.0
Koi Kahe Kehta Rahe,Shankar Mahadevan,0.749,0.734,1.0,-7.058,1.0,0.0594,0.00166,6.48e-06,0.108,0.652,131.975,audio_features,5zKRKQwLVBT1WDJE7XJrnm,spotify:track:5zKRKQwLVBT1WDJE7XJrnm,https://api.spotify.com/v1/tracks/5zKRKQwLVBT1WDJE7XJrnm,https://api.spotify.com/v1/audio-analysis/5zKRKQwLVBT1WDJE7XJrnm,346200.0,4.0
Kholo Kholo,Raman Mahadevan,0.539,0.313,11.0,-10.99,0.0,0.0337,0.0688,1.65e-05,0.0935,0.239,169.863,audio_features,1IfhPnZpm0IZOoAM1PDjtw,spotify:track:1IfhPnZpm0IZOoAM1PDjtw,https://api.spotify.com/v1/tracks/1IfhPnZpm0IZOoAM1PDjtw,https://api.spotify.com/v1/audio-analysis/1IfhPnZpm0IZOoAM1PDjtw,311986.0,4.0
Dil Mein Baji Guitar,Mika Singh,0.532,0.926,7.0,-6.165,1.0,0.155,0.506,0.0137,0.085,0.704,135.95,audio_features,67VHAZo2eUry9rcCeTGlhs,spotify:track:67VHAZo2eUry9rcCeTGlhs,https://api.spotify.com/v1/tracks/67VHAZo2eUry9rcCeTGlhs,https://api.spotify.com/v1/audio-analysis/67VHAZo2eUry9rcCeTGlhs,264786.0,4.0
Is This Love,Mohit Chauhan,0.592,0.816,7.0,-5.86,1.0,0.0361,0.538,1.87e-06,0.102,0.715,119.977,audio_features,0GVPRo9LEjxjT4C4o8BGot,spotify:track:0GVPRo9LEjxjT4C4o8BGot,https://api.spotify.com/v1/tracks/0GVPRo9LEjxjT4C4o8BGot,https://api.spotify.com/v1/audio-analysis/0GVPRo9LEjxjT4C4o8BGot,329167.0,4.0
Ladki Kyon,Jatin-Lalit,0.76,0.83,6.0,-6.868,0.0,0.28,0.639,0.0,0.109,0.907,93.401,audio_features,0U9a0NZ8UQpnix2lBElFAx,spotify:track:0U9a0NZ8UQpnix2lBElFAx,https://api.spotify.com/v1/tracks/0U9a0NZ8UQpnix2lBElFAx,https://api.spotify.com/v1/audio-analysis/0U9a0NZ8UQpnix2lBElFAx,378044.0,4.0
Zara Zara Touch Me,Monali Thakur,0.844,0.651,7.0,-6.704,1.0,0.267,0.344,8.42e-06,0.245,0.456,124.012,audio_features,15BmNnMZTnPTawkFaJv1JR,spotify:track:15BmNnMZTnPTawkFaJv1JR,https://api.spotify.com/v1/tracks/15BmNnMZTnPTawkFaJv1JR,https://api.spotify.com/v1/audio-analysis/15BmNnMZTnPTawkFaJv1JR,285620.0,5.0
Piya Piya O Piya,Pinky,0.829,0.663,10.0,-9.462,0.0,0.184,0.0377,0.00545,0.0492,0.704,90.002,audio_features,0Wk0LjauV4cIqnQC5Lbpa2,spotify:track:0Wk0LjauV4cIqnQC5Lbpa2,https://api.spotify.com/v1/tracks/0Wk0LjauV4cIqnQC5Lbpa2,https://api.spotify.com/v1/audio-analysis/0Wk0LjauV4cIqnQC5Lbpa2,339613.0,4.0
Hum Pyaar Hai Tumhare,Kumar Sanu,0.437,0.842,9.0,-4.948,0.0,0.066,0.546,1.18e-06,0.0995,0.555,153.89,audio_features,0MXIjsWCk0fo7qpYtR4CkS,spotify:track:0MXIjsWCk0fo7qpYtR4CkS,https://api.spotify.com/v1/tracks/0MXIjsWCk0fo7qpYtR4CkS,https://api.spotify.com/v1/audio-analysis/0MXIjsWCk0fo7qpYtR4CkS,426000.0,4.0
Chori Chori,Alka Yagnik,0.722,0.709,11.0,-11.435,1.0,0.143,0.558,0.0,0.203,0.945,97.991,audio_features,1x7T34ntvHETqgVeYVK2Jm,spotify:track:1x7T34ntvHETqgVeYVK2Jm,https://api.spotify.com/v1/tracks/1x7T34ntvHETqgVeYVK2Jm,https://api.spotify.com/v1/audio-analysis/1x7T34ntvHETqgVeYVK2Jm,324880.0,4.0
Yun Hi Chala Chal,Udit Narayan,0.822,0.687,9.0,-8.167,1.0,0.0421,0.0593,0.0,0.0609,0.816,106.47,audio_features,3GrTI5vAoDD3VE24VTBJAc,spotify:track:3GrTI5vAoDD3VE24VTBJAc,https://api.spotify.com/v1/tracks/3GrTI5vAoDD3VE24VTBJAc,https://api.spotify.com/v1/audio-analysis/3GrTI5vAoDD3VE24VTBJAc,446987.0,4.0
Maa,Shankar Mahadevan,0.392,0.256,0.0,-13.147,1.0,0.0369,0.728,9.46e-05,0.0462,0.154,67.609,audio_features,4SuA85PaD8GFTPYwKNYDe1,spotify:track:4SuA85PaD8GFTPYwKNYDe1,https://api.spotify.com/v1/tracks/4SuA85PaD8GFTPYwKNYDe1,https://api.spotify.com/v1/audio-analysis/4SuA85PaD8GFTPYwKNYDe1,310665.0,4.0
Bhage Re Mann,Sunidhi Chauhan,0.693,0.693,5.0,-8.153,0.0,0.0388,0.628,2.25e-05,0.178,0.592,117.012,audio_features,2RktkeigsgvhuRNQl0ioGS,spotify:track:2RktkeigsgvhuRNQl0ioGS,https://api.spotify.com/v1/tracks/2RktkeigsgvhuRNQl0ioGS,https://api.spotify.com/v1/audio-analysis/2RktkeigsgvhuRNQl0ioGS,334053.0,4.0
Tinka Tinka,Alisha Chinai,0.612,0.459,10.0,-10.497,0.0,0.0376,0.546,0.000272,0.0869,0.728,163.992,audio_features,7ybkDTSOcZu431OzpfcOJv,spotify:track:7ybkDTSOcZu431OzpfcOJv,https://api.spotify.com/v1/tracks/7ybkDTSOcZu431OzpfcOJv,https://api.spotify.com/v1/audio-analysis/7ybkDTSOcZu431OzpfcOJv,222080.0,4.0
Dil Keh Reha Ha,Kunal Ganjawala,0.721,0.617,6.0,-7.951,1.0,0.0503,0.139,6.29e-05,0.108,0.354,99.999,audio_features,3FrY3M9izNqPZRWuBAqDFM,spotify:track:3FrY3M9izNqPZRWuBAqDFM,https://api.spotify.com/v1/tracks/3FrY3M9izNqPZRWuBAqDFM,https://api.spotify.com/v1/audio-analysis/3FrY3M9izNqPZRWuBAqDFM,305907.0,4.0
Dil Haara,Vishal-Shekhar,0.466,0.778,0.0,-7.174,0.0,0.115,0.382,1.33e-06,0.0359,0.596,99.981,audio_features,5wIwMpBfTKoGmuOphrYrum,spotify:track:5wIwMpBfTKoGmuOphrYrum,https://api.spotify.com/v1/tracks/5wIwMpBfTKoGmuOphrYrum,https://api.spotify.com/v1/audio-analysis/5wIwMpBfTKoGmuOphrYrum,352000.0,4.0
Ajj Din Chadheya,Rahat Fateh Ali Khan,0.585,0.688,9.0,-4.553,1.0,0.0722,0.551,6.7e-06,0.121,0.814,85.871,audio_features,7N30pzJGFwnYU8iuzxWS7l,spotify:track:7N30pzJGFwnYU8iuzxWS7l,https://api.spotify.com/v1/tracks/7N30pzJGFwnYU8iuzxWS7l,https://api.spotify.com/v1/audio-analysis/7N30pzJGFwnYU8iuzxWS7l,315013.0,4.0
Hadh Kardi Aapne,Udit Narayan,0.705,0.878,4.0,-3.616,0.0,0.051,0.174,2.03e-06,0.402,0.864,95.071,audio_features,71mOBA9aIKXaATNBNSpbiy,spotify:track:71mOBA9aIKXaATNBNSpbiy,https://api.spotify.com/v1/tracks/71mOBA9aIKXaATNBNSpbiy,https://api.spotify.com/v1/audio-analysis/71mOBA9aIKXaATNBNSpbiy,321093.0,4.0
Kudi Kanwari,Jaspinder Narula,0.537,0.942,4.0,-3.085,0.0,0.198,0.0629,7.44e-05,0.18,0.542,131.018,audio_features,7i0kwZbIMm9zBQSUaJ5c1f,spotify:track:7i0kwZbIMm9zBQSUaJ5c1f,https://api.spotify.com/v1/tracks/7i0kwZbIMm9zBQSUaJ5c1f,https://api.spotify.com/v1/audio-analysis/7i0kwZbIMm9zBQSUaJ5c1f,238053.0,4.0
Chori Chori Sapnon Mein,Abhijeet,0.836,0.622,8.0,-10.617,0.0,0.0513,0.305,0.0,0.122,0.785,127.042,audio_features,2bWEf2FVLHzqME4xVCjgs2,spotify:track:2bWEf2FVLHzqME4xVCjgs2,https://api.spotify.com/v1/tracks/2bWEf2FVLHzqME4xVCjgs2,https://api.spotify.com/v1/audio-analysis/2bWEf2FVLHzqME4xVCjgs2,303093.0,4.0
Taare Zameen Par,Shankar Mahadevan,0.567,0.383,4.0,-11.301,1.0,0.0342,0.421,0.0,0.0873,0.33,143.736,audio_features,5ELS4KckqA4uxrS8RnxEjv,spotify:track:5ELS4KckqA4uxrS8RnxEjv,https://api.spotify.com/v1/tracks/5ELS4KckqA4uxrS8RnxEjv,https://api.spotify.com/v1/audio-analysis/5ELS4KckqA4uxrS8RnxEjv,428499.0,4.0
Dil Hai Tumhaara,Alka Yagnik,0.721,0.92,7.0,-7.025,1.0,0.0488,0.277,0.00207,0.337,0.821,116.995,audio_features,5yKaiBEY3IrnGUYt3mpyEe,spotify:track:5yKaiBEY3IrnGUYt3mpyEe,https://api.spotify.com/v1/tracks/5yKaiBEY3IrnGUYt3mpyEe,https://api.spotify.com/v1/audio-analysis/5yKaiBEY3IrnGUYt3mpyEe,401000.0,4.0
Sajna Ji Vaari Vaari,Sunidhi Chauhan,0.735,0.904,0.0,-8.399,1.0,0.0435,0.079,0.00172,0.198,0.961,143.987,audio_features,66wEHvHkE7iz73PEob4Y98,spotify:track:66wEHvHkE7iz73PEob4Y98,https://api.spotify.com/v1/tracks/66wEHvHkE7iz73PEob4Y98,https://api.spotify.com/v1/audio-analysis/66wEHvHkE7iz73PEob4Y98,221893.0,4.0
Shut Up & Bounce,Vishal-Shekhar,0.578,0.857,2.0,-7.272,1.0,0.0648,0.00269,0.263,0.141,0.904,121.981,audio_features,7JFIDJAi9RoCn0JYavNLRG,spotify:track:7JFIDJAi9RoCn0JYavNLRG,https://api.spotify.com/v1/tracks/7JFIDJAi9RoCn0JYavNLRG,https://api.spotify.com/v1/audio-analysis/7JFIDJAi9RoCn0JYavNLRG,277493.0,4.0
Mehbooba Mehbooba,Adnan Sami,0.764,0.908,11.0,-7.526,0.0,0.208,0.0669,0.0,0.0762,0.346,91.728,audio_features,4Tt6aPhCnVPA9tFrK7E0Mx,spotify:track:4Tt6aPhCnVPA9tFrK7E0Mx,https://api.spotify.com/v1/tracks/4Tt6aPhCnVPA9tFrK7E0Mx,https://api.spotify.com/v1/audio-analysis/4Tt6aPhCnVPA9tFrK7E0Mx,447000.0,4.0
Main Nikla Gaddi Leke,Udit Narayan,0.751,0.821,6.0,-6.03,0.0,0.0885,0.407,4.07e-05,0.582,0.914,145.077,audio_features,0kVbVeq2usF0a1zN9weRnL,spotify:track:0kVbVeq2usF0a1zN9weRnL,https://api.spotify.com/v1/tracks/0kVbVeq2usF0a1zN9weRnL,https://api.spotify.com/v1/audio-analysis/0kVbVeq2usF0a1zN9weRnL,326818.0,4.0
Aye Dil Laya Hai Bahaar,Kavita Krishnamurthy,0.671,0.655,7.0,-10.834,1.0,0.0507,0.285,1.06e-05,0.252,0.751,155.887,audio_features,3EnvKQwpr6Sev6b4DJ4iD0,spotify:track:3EnvKQwpr6Sev6b4DJ4iD0,https://api.spotify.com/v1/tracks/3EnvKQwpr6Sev6b4DJ4iD0,https://api.spotify.com/v1/audio-analysis/3EnvKQwpr6Sev6b4DJ4iD0,267840.0,4.0
Paisa,Manak-E,0.83,0.775,7.0,-6.765,1.0,0.103,0.137,0.0,0.192,0.885,105.623,audio_features,5waPZcxgliOcZxCjswryDb,spotify:track:5waPZcxgliOcZxCjswryDb,https://api.spotify.com/v1/tracks/5waPZcxgliOcZxCjswryDb,https://api.spotify.com/v1/audio-analysis/5waPZcxgliOcZxCjswryDb,234387.0,4.0
Aai Paapi,Neeraj Shridhar,0.905,0.952,9.0,-6.429,1.0,0.0566,0.121,0.00182,0.0441,0.797,109.972,audio_features,7Bw56mGeOVbBBWBSLg356s,spotify:track:7Bw56mGeOVbBBWBSLg356s,https://api.spotify.com/v1/tracks/7Bw56mGeOVbBBWBSLg356s,https://api.spotify.com/v1/audio-analysis/7Bw56mGeOVbBBWBSLg356s,260053.0,4.0
Blinding Lights,The Weeknd,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040.0,4.0
Shape of You,Ed Sheeran,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,audio_features,7qiZfU4dY1lWllzX7mPBI3,spotify:track:7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/tracks/7qiZfU4dY1lWllzX7mPBI3,https://api.spotify.com/v1/audio-analysis/7qiZfU4dY1lWllzX7mPBI3,233713.0,4.0
Dance Monkey,Tones And I,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,audio_features,2XU0oxnq2qxCpomAAuJY8K,spotify:track:2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/tracks/2XU0oxnq2qxCpomAAuJY8K,https://api.spotify.com/v1/audio-analysis/2XU0oxnq2qxCpomAAuJY8K,209438.0,4.0
Someone You Loved,Lewis Capaldi,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,audio_features,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/tracks/7qEHsqek33rTcFNT9PFqLf,https://api.spotify.com/v1/audio-analysis/7qEHsqek33rTcFNT9PFqLf,182161.0,4.0
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5.0,-6.136,0.0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147.0,4.0
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,0.755,0.522,2.0,-4.368,1.0,0.0575,0.533,0.0,0.0685,0.925,89.96,audio_features,0RiRZpuVRbi7oqRdSMwhQY,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/tracks/0RiRZpuVRbi7oqRdSMwhQY,https://api.spotify.com/v1/audio-analysis/0RiRZpuVRbi7oqRdSMwhQY,157560.0,4.0
One Dance,Drake,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,audio_features,1zi7xx7UVEFkmKfv06H8x0,spotify:track:1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987.0,4.0
Closer,The Chainsmokers,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960.0,4.0
Believer,Imagine Dragons,0.776,0.78,10.0,-4.374,0.0,0.128,0.0622,0.0,0.081,0.666,124.949,audio_features,0pqnGHJpmpxLKifKRmU6WP,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/tracks/0pqnGHJpmpxLKifKRmU6WP,https://api.spotify.com/v1/audio-analysis/0pqnGHJpmpxLKifKRmU6WP,204347.0,4.0
STAY (with Justin Bieber),The Kid LAROI,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806.0,4.0
Señorita,Shawn Mendes,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800.0,4.0
Perfect,Ed Sheeran,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,audio_features,0tgVpDi06FyKpA1z0VMD4v,spotify:track:0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,263400.0,3.0
Heat Waves,Glass Animals,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,02MWAaffLxlfxAUY7c5dvx,spotify:track:02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/tracks/02MWAaffLxlfxAUY7c5dvx,https://api.spotify.com/v1/audio-analysis/02MWAaffLxlfxAUY7c5dvx,238805.0,4.0
Say You Won't Let Go,James Arthur,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467.0,4.0
bad guy,Billie Eilish,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088.0,4.0
Thinking out Loud,Ed Sheeran,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560.0,4.0
Starboy,The Weeknd,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0
Lucid Dreams,Juice WRLD,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836.0,4.0
Don't Start Now,Dua Lipa,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,audio_features,3PfIrDoz19wz7qK7tYeu62,spotify:track:3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/tracks/3PfIrDoz19wz7qK7tYeu62,https://api.spotify.com/v1/audio-analysis/3PfIrDoz19wz7qK7tYeu62,183290.0,4.0
God's Plan,Drake,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,spotify:track:6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973.0,4.0
lovely (with Khalid),Billie Eilish,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186.0,4.0
Watermelon Sugar,Harry Styles,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/tracks/6UelLqGlWMcVH1E5c4H7lY,https://api.spotify.com/v1/audio-analysis/6UelLqGlWMcVH1E5c4H7lY,174000.0,4.0
Photograph,Ed Sheeran,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987.0,4.0
Bohemian Rhapsody - Remastered 2011,Queen,0.414,0.404,0.0,-9.928,0.0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,4u7EnebtmKWzUH433cf5Qv,spotify:track:4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,354320.0,4.0
Something Just Like This,The Chainsmokers,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160.0,4.0
Shallow,Lady Gaga,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733.0,4.0
Love Yourself,Justin Bieber,0.609,0.378,4.0,-9.828,1.0,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720.0,4.0
